user_id,total_orders,avg_days_between_orders,avg_order_hour,order_variance,avg_basket_size,reorder_rate,cluster
1,2.4849066497880004,19.0,10.090909090909092,11.0,1.9459101490553132,0.7222222222222222,0
2,2.772588722239781,16.285714285714285,10.6,20.0,0.0,0.0,1
3,2.639057329615259,12.0,16.307692307692307,15.166666666666666,2.0794415416798357,0.5714285714285714,2
4,1.9459101490553132,17.0,12.5,3.5,1.0986122886681096,0.0,1
5,1.791759469228055,11.5,15.0,2.5,2.5649493574615367,0.6666666666666666,0
6,1.6094379124341003,13.333333333333334,17.0,1.6666666666666667,2.0794415416798357,0.2857142857142857,0
7,3.091042453358316,10.45,13.476190476190476,38.5,2.583997552432231,0.8775510204081632,2
8,1.6094379124341003,23.333333333333332,5.5,1.6666666666666667,3.091042453358316,0.0,0
9,1.6094379124341003,22.0,13.25,1.6666666666666667,3.4339872044851463,0.0,0
10,1.9459101490553132,21.8,17.0,3.5,3.6635616461296463,0.19736842105263158,0
11,2.1972245773362196,18.714285714285715,10.875,6.0,0.0,0.0,1
12,1.9459101490553132,26.0,11.166666666666666,3.5,3.1354942159291497,0.22727272727272727,0
13,2.639057329615259,7.666666666666667,15.384615384615385,15.166666666666666,1.791759469228055,0.7,2
14,2.70805020110221,21.23076923076923,10.714285714285714,17.5,0.0,0.0,1
15,3.1780538303479458,10.636363636363637,11.26086956521739,46.0,1.5040773967762742,1.0,2
16,2.0794415416798357,19.333333333333332,13.714285714285714,4.666666666666667,0.0,0.0,1
17,3.7376696182833684,8.0,13.75609756097561,143.5,2.178532444324067,0.7021276595744681,2
18,2.0794415416798357,5.833333333333333,15.285714285714286,4.666666666666667,1.3862943611198906,0.0,1
19,2.3978952727983707,9.333333333333334,13.2,9.166666666666666,3.481240089335692,0.20634920634920634,0
20,1.791759469228055,11.25,11.8,2.5,1.6094379124341003,0.5,0
21,3.5553480614894135,10.454545454545455,10.705882352941176,99.16666666666667,2.2823823856765264,0.4772727272727273,2
22,2.833213344056216,12.733333333333333,13.1875,22.666666666666668,1.791759469228055,0.5,2
23,1.791759469228055,18.5,11.8,2.5,2.302585092994046,0.0,0
24,2.995732273553991,14.666666666666666,13.631578947368421,31.666666666666668,1.0116009116784799,0.5714285714285714,2
25,1.6094379124341003,30.0,17.0,1.6666666666666667,1.9459101490553132,0.16666666666666666,0
26,2.639057329615259,12.166666666666666,13.461538461538462,15.166666666666666,2.1972245773362196,0.4375,2
27,4.418840607796598,4.432098765432099,12.487804878048781,567.1666666666666,2.327277705584417,0.7387387387387387,3
28,3.258096538021482,11.541666666666666,14.88,54.166666666666664,2.03688192726104,0.5,2
29,2.995732273553991,11.61111111111111,10.68421052631579,31.666666666666668,2.8622008809294686,0.6363636363636364,2
30,2.302585092994046,21.625,12.777777777777779,7.5,1.0986122886681096,0.0,1
31,3.091042453358316,5.55,11.571428571428571,38.5,0.0,0.0,1
