user_id,total_orders,avg_days_between_orders,avg_order_hour,order_variability,avg_basket_size,reorder_rate,hierarchical_cluster
189033,2.302585092994046,14.5,16.11111111111111,7.5,2.3513752571634776,0.3026315789473684,3
113007,1.6094379124341003,11.666666666666666,18.0,1.6666666666666667,1.0986122886681096,0.0,3
40369,2.8903717578961645,12.5625,14.176470588235293,25.5,2.6210388241125804,0.553921568627451,1
2153,2.9444389791664403,8.823529411764707,15.944444444444445,28.5,1.7819071727850435,0.5,3
194850,4.189654742026425,5.671875,14.353846153846154,357.5,2.3333567516607996,0.7550335570469798,2
30124,1.791759469228055,5.25,13.2,2.5,2.5257286443082556,0.10869565217391304,0
118698,2.3978952727983707,23.555555555555557,12.9,9.166666666666666,1.8281271133989299,0.5531914893617021,0
130039,2.0794415416798357,30.0,16.714285714285715,4.666666666666667,1.5404450409471488,0.5454545454545454,3
151683,2.1972245773362196,25.142857142857142,14.375,6.0,2.5427262206768266,0.2682926829268293,0
139707,2.4849066497880004,24.1,14.181818181818182,11.0,1.3862943611198906,0.7,3
187888,1.9459101490553132,22.8,9.333333333333334,3.5,2.580216829592325,0.19672131147540983,0
134789,2.772588722239781,20.071428571428573,15.6,20.0,2.639057329615259,0.4175824175824176,1
148324,2.302585092994046,23.25,10.11111111111111,7.5,2.6210388241125804,0.5882352941176471,0
203190,1.791759469228055,18.0,17.6,2.5,2.5649493574615367,0.14583333333333334,0
105969,1.9459101490553132,20.2,14.166666666666666,3.5,2.4159137783010487,0.13725490196078433,0
35942,1.9459101490553132,23.8,13.0,3.5,2.0541237336955462,0.029411764705882353,0
204656,2.833213344056216,11.8,12.5,22.666666666666668,1.4350845252893227,0.5,0
105795,1.791759469228055,19.25,16.4,2.5,2.0476928433652555,0.1111111111111111,0
149179,2.4849066497880004,24.5,14.454545454545455,11.0,1.916922612182061,0.3793103448275862,0
58648,2.5649493574615367,10.454545454545455,17.0,13.0,1.7129785913749407,0.38,0
206054,3.4965075614664802,11.67741935483871,16.09375,88.0,1.7971214123694403,0.6730769230769231,1
62267,2.3978952727983707,6.222222222222222,8.8,9.166666666666666,2.3774864011671637,0.3181818181818182,0
134009,2.1972245773362196,25.428571428571427,17.375,6.0,2.181224235989778,0.41818181818181815,0
152083,4.465908118654584,4.211764705882353,11.488372093023257,623.5,2.018816919863401,0.8234234234234235,2
55419,3.7612001156935624,8.731707317073171,10.595238095238095,150.5,2.5798472121421736,0.808,1
74630,1.791759469228055,23.5,12.0,2.5,2.0794415416798357,0.2857142857142857,0
65387,3.044522437723423,14.842105263157896,15.8,35.0,2.0794415416798357,0.6766917293233082,1
21414,1.791759469228055,7.5,13.4,2.5,1.749199854809259,0.47368421052631576,3
53702,4.174387269895637,5.761904761904762,16.34375,346.6666666666667,2.456735772821304,0.8318452380952381,2
170667,2.302585092994046,12.625,12.444444444444445,7.5,0.9162907318741551,0.5,3
118532,2.5649493574615367,12.090909090909092,15.25,13.0,2.783888277493715,0.31736526946107785,3
194202,1.6094379124341003,21.666666666666668,12.75,1.6666666666666667,2.512305623976115,0.3235294117647059,0
187455,2.9444389791664403,13.823529411764707,14.444444444444445,28.5,2.6721181918761467,0.611353711790393,1
13131,4.499809670330265,4.113636363636363,12.269662921348315,667.5,2.953962860677696,0.75,2
112460,1.6094379124341003,26.666666666666668,17.75,1.6666666666666667,2.7300291078209855,0.11627906976744186,0
51578,1.6094379124341003,30.0,16.0,1.6666666666666667,2.8716796248840124,0.3,0
37301,1.9459101490553132,14.6,13.333333333333334,3.5,1.4350845252893227,0.3125,3
28328,2.0794415416798357,13.5,16.857142857142858,4.666666666666667,3.106080330722856,0.5234375,0
122019,2.639057329615259,14.333333333333334,13.692307692307692,15.166666666666666,2.3434070875143007,0.5663716814159292,1
75527,2.302585092994046,19.125,10.0,7.5,1.0560526742493137,0.3333333333333333,3
16354,2.0794415416798357,20.333333333333332,13.0,4.666666666666667,2.7300291078209855,0.5697674418604651,0
75779,3.7376696182833684,8.9,14.21951219512195,143.5,2.803360380906535,0.8693548387096774,1
149720,1.791759469228055,26.25,14.2,2.5,2.0794415416798357,0.07142857142857142,0
126360,1.6094379124341003,4.0,12.25,1.6666666666666667,2.4849066497880004,0.18181818181818182,0
168326,1.791759469228055,17.75,15.8,2.5,2.583997552432231,0.10204081632653061,0
92090,3.044522437723423,6.7894736842105265,13.2,35.0,1.670681537674819,0.6707317073170732,1
36449,2.70805020110221,16.846153846153847,13.785714285714286,17.5,2.009761621041846,0.39285714285714285,3
112585,2.772588722239781,9.285714285714286,12.8,20.0,2.2735975561207935,0.6639344262295082,1
193107,1.6094379124341003,28.666666666666668,13.5,1.6666666666666667,2.793208009442517,0.021739130434782608,0
94506,2.9444389791664403,14.176470588235293,15.166666666666666,28.5,2.3817224135527697,0.41916167664670656,1
51101,2.0794415416798357,13.666666666666666,12.285714285714286,4.666666666666667,2.7300291078209855,0.37209302325581395,0
73654,4.1588830833596715,5.67741935483871,13.333333333333334,336.0,1.7279375371573356,0.5156794425087108,1
64583,2.1972245773362196,11.714285714285714,13.125,6.0,2.4849066497880004,0.5714285714285714,3
69026,1.791759469228055,23.5,13.0,2.5,2.4203681286504293,0.21951219512195122,0
194398,1.6094379124341003,12.666666666666666,16.5,1.6666666666666667,1.6739764335716716,0.23076923076923078,3
169714,2.4849066497880004,19.2,15.727272727272727,11.0,2.1972245773362196,0.5,0
33825,3.295836866004329,13.4,15.961538461538462,58.5,1.8500283773520307,0.4626865671641791,3
10654,1.6094379124341003,29.0,10.0,1.6666666666666667,2.03688192726104,0.1,0
2957,2.0794415416798357,21.0,13.428571428571429,4.666666666666667,1.4663370687934272,0.3,3
193858,3.4965075614664802,11.67741935483871,14.71875,88.0,2.5474270067693343,0.7013698630136986,1
188365,1.9459101490553132,11.8,11.0,3.5,2.2823823856765264,0.1590909090909091,0
180311,2.0794415416798357,17.333333333333332,13.0,4.666666666666667,3.245193133185574,0.3918918918918919,0
28497,3.8066624897703196,8.069767441860465,13.204545454545455,165.0,2.552347930583533,0.756385068762279,1
38750,1.6094379124341003,26.333333333333332,14.5,1.6666666666666667,2.268683541318364,0.038461538461538464,0
58806,2.4849066497880004,13.7,13.363636363636363,11.0,2.714694743820879,0.475177304964539,1
142818,1.6094379124341003,26.666666666666668,15.25,1.6666666666666667,2.0794415416798357,0.2857142857142857,0
286,1.6094379124341003,12.666666666666666,9.5,1.6666666666666667,2.268683541318364,0.0,0
41315,1.9459101490553132,27.0,16.166666666666668,3.5,2.468099531471619,0.2962962962962963,0
86626,1.6094379124341003,30.0,14.0,1.6666666666666667,2.1972245773362196,0.16666666666666666,0
62123,2.772588722239781,6.285714285714286,13.0,20.0,2.502606226887401,0.5605095541401274,1
166390,3.091042453358316,11.95,13.047619047619047,38.5,3.0633909220278057,0.7622549019607843,1
44412,1.791759469228055,22.5,10.4,2.5,2.374905754573672,0.28205128205128205,0
73408,1.9459101490553132,21.2,13.5,3.5,1.4350845252893227,0.25,3
118384,2.5649493574615367,2.727272727272727,13.083333333333334,13.0,2.6772785424354564,0.31543624161073824,1
89713,3.367295829986474,7.444444444444445,13.357142857142858,67.66666666666667,2.2801122371419873,0.6497890295358649,1
204874,2.833213344056216,19.2,12.0625,22.666666666666668,2.7767467323884447,0.6371681415929203,1
68065,4.143134726391533,5.786885245901639,14.709677419354838,325.5,2.591086501829229,0.7197875166002656,2
48610,3.713572066704308,8.051282051282051,10.825,136.66666666666666,2.1078794770003695,0.6453900709219859,1
199381,3.8501476017100584,7.933333333333334,14.847826086956522,180.16666666666666,2.6002174962989946,0.7076648841354723,1
198115,2.9444389791664403,15.058823529411764,15.166666666666666,28.5,2.254382991176168,0.6482758620689655,1
173016,2.1972245773362196,13.285714285714286,13.5,6.0,1.9042374526547454,0.55,3
43255,2.8903717578961645,11.25,15.294117647058824,25.5,2.07159836421881,0.40540540540540543,3
148031,1.9459101490553132,29.6,11.833333333333334,3.5,1.0986122886681096,0.6,0
115380,1.9459101490553132,14.4,12.333333333333334,3.5,2.747270914255491,0.1917808219178082,0
21028,2.833213344056216,16.466666666666665,12.4375,22.666666666666668,3.158417855831087,0.6834319526627219,1
3427,2.3978952727983707,15.11111111111111,13.0,9.166666666666666,2.8134107167600364,0.3191489361702128,0
52939,3.970291913552122,6.882352941176471,11.76923076923077,229.66666666666666,2.902283106089513,0.7095671981776766,1
148745,2.4849066497880004,20.7,13.727272727272727,11.0,1.9600947840472698,0.5573770491803278,3
129721,1.791759469228055,19.75,10.6,2.5,2.9444389791664403,0.2638888888888889,0
199798,3.295836866004329,14.52,15.038461538461538,58.5,3.518091133133655,0.69559902200489,1
102177,1.6094379124341003,27.333333333333332,17.25,1.6666666666666667,2.3353749158170367,0.2857142857142857,0
188905,3.044522437723423,10.526315789473685,10.55,35.0,2.8270021439635755,0.4768211920529801,1
70771,2.0794415416798357,19.833333333333332,12.714285714285714,4.666666666666667,2.302585092994046,0.48148148148148145,0
192720,1.9459101490553132,16.0,12.333333333333334,3.5,2.2407096892759584,0.23809523809523808,0
139689,2.639057329615259,17.25,13.692307692307692,15.166666666666666,2.1400661634962708,0.3,0
159964,1.9459101490553132,18.6,13.166666666666666,3.5,2.341805806147327,0.2553191489361702,0
94291,2.833213344056216,18.733333333333334,12.9375,22.666666666666668,3.20545280453606,0.476056338028169,0
33403,2.302585092994046,17.125,10.444444444444445,7.5,2.224623551524334,0.4393939393939394,0
25583,2.3978952727983707,23.77777777777778,16.4,9.166666666666666,2.1972245773362196,0.4583333333333333,0
160939,2.0794415416798357,21.0,13.714285714285714,4.666666666666667,1.791759469228055,0.26666666666666666,3
175861,2.833213344056216,12.666666666666666,12.6875,22.666666666666668,2.087740344494531,0.3113207547169811,0
114712,1.6094379124341003,22.666666666666668,11.0,1.6666666666666667,2.03688192726104,0.05,0
52353,2.3978952727983707,23.22222222222222,14.7,9.166666666666666,1.1349799328389847,0.3157894736842105,3
45980,2.0794415416798357,21.0,17.142857142857142,4.666666666666667,1.6739764335716716,0.5769230769230769,3
185123,2.833213344056216,15.933333333333334,14.3125,22.666666666666668,1.916922612182061,0.28735632183908044,0
138399,4.060443010546419,6.410714285714286,12.421052631578947,275.5,2.613216098431371,0.693502824858757,1
62197,2.833213344056216,11.066666666666666,17.8125,22.666666666666668,2.538973871058276,0.5314285714285715,0
41080,2.9444389791664403,6.705882352941177,15.61111111111111,28.5,2.596132284898225,0.5260663507109005,1
186043,2.639057329615259,10.25,15.461538461538462,15.166666666666666,2.9998902837026544,0.34934497816593885,1
184695,2.9444389791664403,18.470588235294116,14.444444444444445,28.5,3.28927946545817,0.44419134396355353,1
10197,2.1972245773362196,18.0,12.625,6.0,2.0243817644968085,0.15217391304347827,0
78257,1.6094379124341003,22.0,15.75,1.6666666666666667,3.091042453358316,0.15873015873015872,0
81831,2.302585092994046,9.125,12.555555555555555,7.5,2.224623551524334,0.4393939393939394,0
91084,2.0794415416798357,14.333333333333334,12.142857142857142,4.666666666666667,1.4663370687934272,0.7,3
20535,3.7376696182833684,9.1,11.048780487804878,143.5,1.7182923173461826,0.7540983606557377,1
28842,2.4849066497880004,11.5,18.272727272727273,11.0,2.151762203259462,0.47368421052631576,0
30934,2.0794415416798357,12.0,12.571428571428571,4.666666666666667,1.4271163556401456,0.0,3
59969,3.2188758248682006,8.652173913043478,11.875,50.0,2.385966701933097,0.6740088105726872,1
